ebmcode;ebmlabel;price
34341;CT-Untersuchung des gesamten Abdomens;85,47
34342;CT-Untersuchung des Beckens;69,19
34343;Zuschlag zu den Gebührenordnungspositionen 34310, 34311, 34320 bis 34322, 34330, 34340 bis 34342, 34350 und 34351 für ergänzende zweite Serie mit Kontrastmitteln ;51,35
34344;Zuschlag zu den Gebührenordnungspositionen 34310, 34311, 34320 bis 34322, 34330, 34340 bis 34342, 34350 und 34351 für die Anfertigung von dynamischen Serien;53,12
34345;Zuschlag zu den Gebührenordnungspositionen 34310 und 34311, 34320 bis 34322, 34330 und 34340 bis 34342, 34350 und 34351 bei primärer Untersuchung mit Kontrastmittel;23,79
34350;CT-Untersuchung der Extremitäten und/oder deren Teile, mit Ausnahme der in der Gebührenordnungsposition 34351 genannten Extremitätenteile;59,38
34351;CT-Untersuchung der Hand, des Fußes und/oder deren Teile;59,38
34360;CT-gesteuerte Untersuchung von Organabschnitten für die Bestrahlungsplanung bei Tele- oder Brachytherapie;40,39
34410;MRT-Untersuchung des Neurocraniums;126,59
34411;MRT-Untersuchung von Teilen der Wirbelsäule;126,59
34420;MRT-Untersuchung des Gesichtsschädels;126,59
34421;MRT-Untersuchung der Schädelbasis;126,59
34422;MRT-Untersuchung der Halsweichteile, HWK 1 bis HWK 7;126,59
34430;MRT-Untersuchung des Thorax;126,59
34431;MRT-Untersuchung(en) der weiblichen Brustdrüse gemäß der Kernspintomographie-Vereinbarung nach § 135 Abs. 2 SGB V ;228,86
34440;MRT-Untersuchung des Oberbauches;126,59
34441;MRT-Untersuchung des Abdomens;126,59
34442;MRT-Untersuchung des Beckens;126,59
34450;MRT-Untersuchung der Extremitäten und/oder deren Teile, mit Ausnahme der nach der Gebührenordnungsposition 34451 abzurechnenden Extremitätenteile;126,59
34451;MRT-Untersuchung der Hand, des Fußes und/oder deren Teile;126,59
34452;Zuschlag zu den Gebührenordnungspositionen 34410, 34411, 34420 bis 34422, 34430, 34440 bis 34442, 34450 und 34451 für mindestens 2 weitere Sequenzen nach Kontrastmitteleinbringung(en);46,55
34460;MRT-gesteuerte Untersuchung von Organabschnitten für die Bestrahlungsplanung bei Tele- oder Brachytherapie;87,14
34470;MRT-Angiographie der Hirngefäße gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V;83,18
34475;MRT-Angiographie der Halsgefäße gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V;110,52
34480;MRT-Angiographie der thorakalen Aorta und ihrer Abgänge und/oder ihrer Äste (Truncus brachiocephalicus, A. subclavia, A. carotis communis, A. vertebralis) gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V;110,52
34485;MRT-Angiographie der abdominalen Aorta und ihrer Äste 1. Ordnung gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V ;110,52
34486;MRT-Angiographie von Venen gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V ;110,52
34489;MRT-Angiographie der Becken- und Beinarterien (ohne Fußgefäße) gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V;221,45
34490;MRT-Angiographie der Armarterien und armversorgenden Arterien und einschließlich/oder Cimino-Shunt (ohne Handgefäße) gemäß den Qualitätssicherungsvereinbarungen nach § 135 Abs. 2 SGB V;110,52
34492;Zuschlag zu der Gebührenordnungsposition 34470 für weitere Sequenzen nach Kontrastmitteleinbringung(en) ;50,93
34500;Durchleuchtungsgestützte Intervention bei PTC;70,13
34501;Durchleuchtungsgestützte Intervention bei Anlage eines Ösophagus-Stent;93,40
34503;Bildwandlergestützte Intervention(en) an der Wirbelsäule;71,80
34504;CT-gesteuerte schmerztherapeutische Intervention(en) bei akutem und/oder chronischem Schmerz nach vorausgegangener interdisziplinärer Diagnostik;103,00
34505;CT-gesteuerte Intervention(en) ;103,00
34600;Osteodensitometrische Untersuchung I;16,80
34601;Osteodensitometrische Untersuchung II;16,80
34700;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);NA
34701;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);NA
34700;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);465,03
34701;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);589,95
34702;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) von Teilen des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);NA
34703;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) von Teilen des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);NA
34702;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) von Teilen des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);372,05
34703;18F-Fluordesoxyglukose-Positronenemissionstomographie (PET) von Teilen des Körperstammes mit technischer Bildfusion einer diagnostischen Computertomographie (CT);472,02
35100;Differentialdiagnostische Klärung psychosomatischer Krankheitszustände ;15,86
35110;Verbale Intervention bei psychosomatischen Krankheitszuständen ;15,86
35111;Übende Verfahren (Autogenes Training, Relaxationsbehandlung nach Jacobson) als Einzelbehandlung;24,21
35112;Übende Verfahren (Autogenes Training, Relaxationsbehandlung nach Jacobson) als Gruppenbehandlung bei Erwachsenen;6,47
35113;Übende Verfahren (Autogenes Training, Relaxationsbehandlung nach Jacobson) als Gruppenbehandlung bei Kindern und Jugendlichen;9,39
35120;Hypnose;15,13
35130;Bericht an den Gutachter oder Obergutachter zum Antrag des Versicherten auf Feststellung der Leistungspflicht zur Einleitung der tiefenpsychologisch fundierten Psychotherapie oder der Verhaltenstherapie, als Kurzzeittherapie ;28,07
35131;Bericht an den Gutachter oder Obergutachter zum Antrag des Versicherten auf Feststellung der Leistungspflicht zur Einleitung oder Verlängerung der tiefenpsychologisch fundierten Psychotherapie, der analytischen Psychotherapie oder der Verhaltenstherapie, als Langzeittherapie ;56,25
35140;Biographische Anamnese;51,45
35141;Zuschlag zu der Gebührenordnungsposition 35140 für die vertiefte Exploration;18,78
35142;Zuschlag zu der Gebührenordnungsposition 35140 für die Erhebung ergänzender neurologischer und psychiatrischer Befunde;6,78
35150;Probatorische Sitzung;64,81
35200;Tiefenpsychologisch fundierte Psychotherapie (Kurzzeittherapie, Einzelbehandlung);87,77
35201;Tiefenpsychologisch fundierte Psychotherapie (Langzeittherapie, Einzelbehandlung);87,77
35202;Tiefenpsychologisch fundierte Psychotherapie (Kurzzeittherapie, große Gruppe);43,62
35203;Tiefenpsychologisch fundierte Psychotherapie (Langzeittherapie, große Gruppe);43,62
35205;Tiefenpsychologisch fundierte Psychotherapie bei Kindern und Jugendlichen (Kurzzeittherapie, kleine Gruppe);87,25
35208;Tiefenpsychologisch fundierte Psychotherapie bei Kindern und Jugendlichen (Langzeittherapie, kleine Gruppe);87,25
35210;Analytische Psychotherapie (Einzelbehandlung);87,77
35211;Analytische Psychotherapie (große Gruppe);43,62
35212;Analytische Psychotherapie bei Kindern und Jugendlichen (kleine Gruppe);87,25
35220;Verhaltenstherapie (Kurzzeittherapie, Einzelbehandlung);87,77
35221;Verhaltenstherapie (Langzeittherapie, Einzelbehandlung);87,77
35222;Verhaltenstherapie (Kurzzeittherapie, kleine Gruppe);43,62
35223;Verhaltenstherapie (Langzeittherapie, kleine Gruppe);43,62
35224;Verhaltenstherapie (Kurzzeittherapie, große Gruppe);22,02
35225;Verhaltenstherapie (Langzeittherapie, große Gruppe);22,02
35251;Zuschlag zu den Gebührenordnungspositionen 35200, 35201, 35210, 35220 und 35221 gemäß der Nummer 2 der Präambel zu Abschnitt 35.2;14,92
35252;Zuschlag zu den Gebührenordnungspositionen 35202, 35203, 35211, 35222, 35223, 35224 und 35225  gemäß der Nr. 2 der Präambel zu Abschnitt 35.2;6,05
35253;Zuschlag zu den Gebührenordnungspositionen 35205, 35208 und 35212 gemäß der Nr. 2 der Präambel zu Abschnitt 35.2;11,90
35300;Anwendung und Auswertung standardisierter Testverfahren;2,92
35301;Anwendung und Auswertung von psychometrischen Testverfahren;2,92
35302;Anwendung und Auswertung von projektiven Verfahren;4,80
36101;Dermatochirurgischer Eingriff der Kategorie A1;48,01
36102;Dermatochirurgischer Eingriff der Kategorie A2;86,52
36103;Dermatochirurgischer Eingriff der Kategorie A3;130,87
36104;Dermatochirurgischer Eingriff der Kategorie A4;202,46
36105;Dermatochirurgischer Eingriff der Kategorie A5;308,70
36106;Dermatochirurgischer Eingriff der Kategorie A6;404,09
36107;Dermatochirurgischer Eingriff der Kategorie A7;437,48
36108;Zuschlag zu den Gebührenordnungspositionen 36101 bis 36106 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36107;32,66
36111;Eingriff an der Brustdrüse der Kategorie B1;52,81
36112;Eingriff an der Brustdrüse der Kategorie B2;96,85
36113;Eingriff an der Brustdrüse der Kategorie B3;157,79
36114;Eingriff an der Brustdrüse der Kategorie B4;248,90
36115;Eingriff an der Brustdrüse der Kategorie B5;360,78
36116;Eingriff an der Brustdrüse der Kategorie B6 ;497,70
36117;Eingriff an der Brustdrüse der Kategorie B7 ;547,16
36118;Zuschlag zu den Gebührenordnungspositionen 36111 bis 36116 bei Simultaneingriffen sowie zur Gebührenordnungsposition 36117;47,28
36121;Eingriff der Kategorie C1 ;52,81
36122;Eingriff der Kategorie C2 ;96,33
36123;Eingriff der Kategorie C3;153,20
36124;Eingriff der Kategorie C4;241,18
36125;Eingriff der Kategorie C5;329,57
36126;Eingriff der Kategorie C6;440,30
36127;Eingriff der Kategorie C7;552,49
36128;Zuschlag zu den Gebührenordnungspositionen 36121 bis 36126 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36127;41,85
36131;Eingriff an Knochen und Gelenken der Kategorie D1;63,87
36132;Eingriff an Knochen und Gelenken der Kategorie D2;123,04
36133;Eingriff an Knochen und Gelenken der Kategorie D3;188,27
36134;Eingriff an Knochen und Gelenken der Kategorie D4;285,64
36135;Eingriff an Knochen und Gelenken der Kategorie D5;472,02
36136;Eingriff an Knochen und Gelenken der Kategorie D6;593,29
36137;Eingriff an Knochen und Gelenken der Kategorie D7;655,28
36138;Zuschlag zu den Gebührenordnungspositionen 36131 bis 36136 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36137;46,86
36141;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E1;78,38
36142;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E2;122,00
36143;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E3;182,84
36144;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E4 ;294,30
36145;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E5;424,64
36146;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E6 ;557,81
36147;Endoskopischer Gelenkeingriff (Arthroskopie) der Kategorie E7 ;601,22
36148;Zuschlag zu den Gebührenordnungspositionen 36141 bis 36146 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36147;50,51
36151;Visceralchirurgischer Eingriff der Kategorie F1;55,73
36152;Visceralchirurgischer Eingriff der Kategorie F2;103,53
36153;Visceralchirurgischer Eingriff der Kategorie F3;158,32
36154;Visceralchirurgischer Eingriff der Kategorie F4;232,73
36155;Visceralchirurgischer Eingriff der Kategorie F5;317,99
36156;Visceralchirurgischer Eingriff der Kategorie F6;459,81
36157;Visceralchirurgischer Eingriff der Kategorie F7;535,48
36158;Zuschlag zu den Gebührenordnungspositionen 36151 bis 36156 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36157;42,58
36161;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G1;60,53
36162;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G2;94,34
36163;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G3;170,11
36164;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G4;262,57
36165;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G5;352,11
36166;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G6;522,54
36167;Endoskopischer Visceralchirurgischer Eingriff der Kategorie G7;562,61
36168;Zuschlag zu den Gebührenordnungspositionen 36161 bis 36166 bei Simultaneingriffen und zu der Gebührenordnungsposition 36167;50,72
36171;Proktologischer Eingriff der Kategorie H1;64,18
36172;Proktologischer Eingriff der Kategorie H2;97,06
36173;Proktologischer Eingriff der Kategorie H3;137,86
36174;Proktologischer Eingriff der Kategorie H4;207,99
36175;Proktologischer Eingriff der Kategorie H5;294,30
36176;Proktologischer Eingriff der Kategorie H6;418,49
36177;Proktologischer Eingriff der Kategorie H7;546,33
36178;Zuschlag zu den Gebührenordnungspositionen 36171 bis 36176 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36177;50,41
36191;Thoraxchirurgischer Eingriff der Kategorie J1;95,80
36192;Thoraxchirurgischer Eingriff der Kategorie J2;152,78
36193;Thoraxchirurgischer Eingriff der Kategorie J3;205,38
36194;Thoraxchirurgischer Eingriff der Kategorie J4;295,97
36195;Thoraxchirurgischer Eingriff der Kategorie J5;427,36
36196;Thoraxchirurgischer Eingriff der Kategorie J6;539,96
36197;Thoraxchirurgischer Eingriff der Kategorie J7;610,20
36198;Zuschlag zu den Gebührenordnungspositionen 36191 bis 36196 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36197;54,27
36201;Eingriff am Gefäßsystem der Kategorie K1;67,00
36202;Eingriff am Gefäßsystem der Kategorie K2;104,47
36203;Eingriff am Gefäßsystem der Kategorie K3;144,85
36204;Eingriff am Gefäßsystem der Kategorie K4;233,98
36205;Eingriff am Gefäßsystem der Kategorie K5;330,82
36206;Eingriff am Gefäßsystem der Kategorie K6;472,76
36207;Eingriff am Gefäßsystem der Kategorie K7;548,94
36208;Zuschlag zu den Gebührenordnungspositionen 36201 bis 36206 bei Simultaneingriffen und zu der Gebührenordnungsposition 36207;36,21
36211;Eingriff der Kategorie L1;79,31
36212;Eingriff der Kategorie L2;116,05
36213;Eingriff der Kategorie L3;159,46
36214;Eingriff der Kategorie L4;234,71
36215;Eingriff der Kategorie L5;362,76
36216;Eingriff der Kategorie L6;460,02
36217;Eingriff der Kategorie L7;495,61
36218;Zuschlag zu den Gebührenordnungspositionen 36211 bis 36216 bei Simultaneingriffen und zu der Gebührenordnungsposition 36217;36,32
36221;Eingriff der MKG-Chirurgie der Kategorie M1;48,32
36222;Eingriff der MKG-Chirurgie der Kategorie M2;81,92
36223;Eingriff der MKG-Chirurgie der Kategorie M3;132,85
36224;Eingriff der MKG-Chirurgie der Kategorie M4;211,12
36225;Eingriff der MKG-Chirurgie der Kategorie M5;291,69
36226;Eingriff der MKG-Chirurgie der Kategorie M6;424,23
36227;Eingriff der MKG-Chirurgie der Kategorie M7;456,89
36228;Zuschlag zu den Gebührenordnungspositionen 36221 bis 36226 bei Simultaneingriffen und zur Gebührenordnungsposition 36227;32,14
36231;Eingriffe der HNO-Chirurgie der Kategorie N1;53,12
36232;Eingriffe der HNO-Chirurgie der Kategorie N2 ;91,52
36233;Eingriffe der HNO-Chirurgie der Kategorie N3;140,78
36234;Eingriffe der HNO-Chirurgie der Kategorie N4;222,71
36235;Eingriffe der HNO-Chirurgie der Kategorie N5;314,23
36236;Eingriffe der HNO-Chirurgie der Kategorie N6;416,82
36237;Eingriffe der HNO-Chirurgie der Kategorie N7;487,16
36238;Zuschlag zu den Gebührenordnungspositionen 36231 bis 36236 bei Simultaneingriffen und zu der Gebührenordnungsposition 36237;36,74
36241;Peripherer neurochirurgischer Eingriff der Kategorie O1;52,39
36242;Peripherer neurochirurgischer Eingriff der Kategorie O2;90,06
36243;Peripherer neurochirurgischer Eingriff der Kategorie O3;136,19
36244;Peripherer neurochirurgischer Eingriff der Kategorie O4;223,12
36245;Peripherer neurochirurgischer Eingriff der Kategorie O5;323,62
36246;Peripherer neurochirurgischer Eingriff der Kategorie O6;418,49
36247;Peripherer neurochirurgischer Eingriff der Kategorie O7;452,51
36248;Zuschlag zu den Gebührenordnungspositionen 36241 bis 36246 bei Simultaneingriffen und zu der Gebührenordnungsposition 36247;36,00
36251;Zentraler neurochirurgischer Eingriff der Kategorie P1;83,59
36252;Zentraler neurochirurgischer Eingriff der Kategorie P2;139,84
36253;Zentraler neurochirurgischer Eingriff der Kategorie P3;184,20
36254;Zentraler neurochirurgischer Eingriff der Kategorie P4;268,63
36255;Zentraler neurochirurgischer Eingriff der Kategorie P5;361,09
36256;Zentraler neurochirurgischer Eingriff der Kategorie P6;474,22
36257;Zentraler neurochirurgischer Eingriff der Kategorie P7;510,01
36258;Zuschlag zu den Gebührenordnungspositionen 36251 bis 36256 bei Simultaneingriffen und zur Gebührenordnungsposition 36257;43,73
36261;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP1;175,85
36262;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP2;220,51
36263;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP3;269,98
36264;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP4;372,57
36265;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP5;466,28
36266;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP6;566,89
36267;Stereotaktischer neurochirurgischer Eingriff der Kategorie PP7;604,15
36268;Zuschlag zu den Gebührenordnungspositionen 36261 bis 36266 bei Simultaneingriffen und zu der Gebührenordnungsposition 36267;43,73
36271;Urologischer Eingriff der Kategorie Q1;54,79
36272;Urologischer Eingriff der Kategorie Q2;95,18
36273;Urologischer Eingriff der Kategorie Q3;164,37
36274;Urologischer Eingriff der Kategorie Q4;264,45
36275;Urologischer Eingriff der Kategorie Q5;393,75
36276;Urologischer Eingriff der Kategorie Q6;546,02
36277;Urologischer Eingriff der Kategorie Q7;589,33
36278;Zuschlag zu den Gebührenordnungspositionen 36271 bis 36276 bei Simultaneingriffen und zu der Gebührenordnungsposition 36277;53,85
36281;Endoskopischer urologischer Eingriff der Kategorie R1;66,48
36282;Endoskopischer urologischer Eingriff der Kategorie R2;102,59
36283;Endoskopischer urologischer Eingriff der Kategorie R3;148,71
36284;Endoskopischer urologischer Eingriff der Kategorie R4;226,46
36285;Endoskopischer urologischer Eingriff der Kategorie R5;366,83
36286;Endoskopischer urologischer Eingriff der Kategorie R6;541,74
36287;Endoskopischer urologischer Eingriff der Kategorie R7;583,48
36288;Zuschlag zu den Gebührenordnungspositionen 36281 bis 36286 bei Simultaneingriffen und zu der Gebührenordnungsposition 36287;36,00
36289;Laserendoskopischer urologischer Eingriff der Kategorie RW3;219,99
36290;Zuschlag zu der Gebührenordnungsposition 36289;37,99
36291;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR1;66,48
36292;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR2;122,52
36293;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR3;176,27
36294;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR4;274,99
36295;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR5;367,56
36296;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR6;515,33
36297;(Endoskopischer) urologischer Eingriff mit Bildwandler der Kategorie RR7;509,80
36298;Zuschlag zu den Gebührenordnungspositionen 36291 bis 36296 bei Simultaneingriffen und zu der Gebührenordnungsposition 36297;41,33
36301;Gynäkologischer Eingriff der Kategorie S1;49,99
36302;Gynäkologischer Eingriff der Kategorie S2;83,18
36303;Gynäkologischer Eingriff der Kategorie S3;143,91
36304;Gynäkologischer Eingriff der Kategorie S4;206,53
36305;Gynäkologischer Eingriff der Kategorie S5;298,37
36306;Gynäkologischer Eingriff der Kategorie S6;396,15
36307;Gynäkologischer Eingriff der Kategorie S7;453,97
36308;Zuschlag zu den Gebührenordnungspositionen 36301 bis 36306 bei Simultaneingriffen und zu der Gebührenordnungsposition 36307;29,53
36311;Endoskopischer gynäkologischer Eingriff der Kategorie T1;65,33
36312;Endoskopischer gynäkologischer Eingriff der Kategorie T2;121,37
36313;Endoskopischer gynäkologischer Eingriff der Kategorie T3;184,72
36314;Endoskopischer gynäkologischer Eingriff der Kategorie T4;286,05
36315;Endoskopischer gynäkologischer Eingriff der Kategorie T5;382,38
36316;Endoskopischer gynäkologischer Eingriff der Kategorie T6;465,35
36317;Endoskopischer gynäkologischer Eingriff der Kategorie T7;500,41
36318;Zuschlag zu den Gebührenordnungspositionen 36311 bis 36316 bei Simultaneingriffen und zu der Gebührenordnungsposition 36317;42,79
36321;Extraocularer Eingriff der Kategorie U1;50,93
36322;Extraocularer Eingriff der Kategorie U2;90,06
36323;Extraocularer Eingriff der Kategorie U3;135,25
36324;Extraocularer Eingriff der Kategorie U4;202,56
36325;Extraocularer Eingriff der Kategorie U5;276,45
36326;Extraocularer Eingriff der Kategorie U6;380,81
36327;Extraocularer Eingriff der Kategorie U7;420,37
36328;Zuschlag zu den Gebührenordnungspositionen 36321 bis 36326 bei Simultaneingriffen und zu der Gebührenordnungsposition 36327;31,20
36331;Intraocularer Eingriff der Kategorie V1;85,26
36332;Intraocularer Eingriff der Kategorie V2;116,78
36333;Intraocularer Eingriff der Kategorie V3;160,40
36334;Intraocularer Eingriff der Kategorie V4;257,04
36335;Intraocularer Eingriff der Kategorie V5;346,90
36336;Intraocularer Eingriff der Kategorie V6;453,24
36337;Intraocularer Eingriff der Kategorie V7;489,04
36338;Zuschlag zu den Gebührenordnungspositionen 36331 bis 36336 bei Simultaneingriffen und zu der Gebührenordnungsposition 36337;39,66
36341;Laserchirurgischer Eingriff der Kategorie W1;42,79
36342;Laserchirurgischer Eingriff der Kategorie W2;70,34
36343;Laserchirurgischer Eingriff der Kategorie W3;96,12
36344;Laserchirurgischer Eingriff der Kategorie W4;144,85
36345;Laserchirurgischer Eingriff der Kategorie W5;200,06
36346;Laserchirurgischer Eingriff der Kategorie W6;274,78
36347;Laserchirurgischer Eingriff der Kategorie W7;296,70
36348;Zuschlag zu den Gebührenordnungspositionen 36341 bis 36346 bei Simultaneingriffen und zu der Gebührenordnungsposition 36347;25,46
36350;Intraocularer Eingriff der Kategorie X1;183,78
36351;Intraocularer Eingriff der Kategorie X2;222,92
36358;Zuschlag zu den Gebührenordnungspositionen 36350 und 36351 bei Simultaneingriffen;39,66
36371;Intraocularer Eingriff der Kategorie Z1: Intravitreale Medikamenteneingabe am rechten Auge gemäß der Qualitätssicherungsvereinbarung nach § 135 Abs. 2 SGB V;80,57
36372;Intraocularer Eingriff der Kategorie Z1: Intravitreale Medikamenteneingabe am linken Auge gemäß der Qualitätssicherungsvereinbarung nach § 135 Abs. 2 SGB V;80,57
36373;Intraocularer Eingriff der Kategorie Z9: Intravitreale Medikamenteneingabe an beiden Augen gemäß der Qualitätssicherungsvereinbarung nach § 135 Abs. 2 SGB V;106,24
36501;Postoperative Überwachung im Anschluss an Biopsien von Muskeln, Weichteilen und Nerven der Kategorie C1 (Nr. 36121) oder einer Leistung entsprechend den Gebührenordnungspositionen 36341 oder 36342;1,67
36502;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 36101, 36111, 36121, 36131, 36141, 36221, 36231, 36241, 36271, 36281, 36301, 36321, 36331, 36350, 36371, 36372 oder 36373 (außer Biopsieleistungen der Kategorie C1);3,13
36503;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 36102, 36112, 36122, 36132, 36142, 36151, 36152, 36161, 36162, 36171, 36172, 36201, 36202, 36211, 36212, 36222, 36232, 36242, 36272, 36282, 36291, 36292, 36302, 36311, 36312, 36322, 36332 oder 36351;6,26
36504;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 36103, 36104, 36113, 36114, 36123, 36124, 36133, 36134, 36143, 36144, 36191, 36192, 36223, 36224, 36233, 36234, 36243, 36244, 36251, 36252, 36261, 36262, 36323, 36324, 36333, 36334, 36343 oder 36344;9,08
36505;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 36105, 36115, 36125, 36135, 36145, 36153, 36154, 36163, 36164, 36173, 36174, 36203, 36204, 36213, 36214, 36225, 36235, 36245, 36273, 36274, 36283, 36284, 36289, 36293, 36294, 36303, 36304, 36313, 36314, 36325, 36335 oder 36345;12,52
36506;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 36106, 36116, 36126, 36136, 36146, 36155, 36165, 36175, 36205, 36215, 36226, 36236, 36246, 36275, 36285, 36295, 36305, 36315, 36326, 36336 oder 36346;18,05
36507;Postoperative Überwachung im Anschluss an die Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 36107, 36117, 36127, 36137, 36147, 36156, 36157, 36166, 36167, 36176, 36177, 36206, 36207, 36216, 36217, 36227, 36237, 36247, 36276, 36277, 36286, 36287, 36296, 36297, 36306, 36307, 36316, 36317, 36327, 36337 oder 36347;23,79
36800;Regionalanästhesie durch den Operateur, der einen belegärztlichen Eingriff nach Abschnitt 36.2 erbringt;25,46
36801;Retrobulbäre und/oder parabulbäre und/oder peribulbäre Anästhesie durch den Operateur, der einen belegärztlichen Eingriff der Kategorie U, V, W oder X entsprechend Anhang 2 erbringt;10,33
36820;Leitungsanästhesie eines Nerven oder Ganglions an der Schädelbasis;13,88
36821;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 36101, 36111, 36121, 36131, 36141, 36151, 36161, 36171, 36191, 36201, 36211, 36221, 36231, 36241, 36251, 36261, 36271, 36281, 36291, 36301, 36311, 36321, 36331, 36341, 36371 bis 36373 einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;58,65
36822;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend den Gebührenordnungspositionen 36102, 36112, 36122, 36132, 36142, 36152, 36162, 36172, 36192, 36202, 36212, 36222, 36232, 36242, 36252, 36262, 36272, 36282, 36292, 36302, 36312, 36322, 36332 oder 36342 einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;79,00
36823;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend den Gebührenordnungspositionen 36103, 36113, 36123, 36133, 36143, 36153, 36163, 36173, 36193, 36203, 36213, 36223, 36233, 36243, 36253, 36263, 36273, 36283, 36289, 36293, 36303, 36313, 36323, 36333 oder 36343, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;99,04
36824;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend den Gebührenordnungspositionen 36104, 36114, 36124, 36134, 36144, 36154, 36164, 36174, 36194, 36204, 36214, 36224, 36234, 36244, 36254, 36264, 36274, 36284, 36294, 36304, 36314, 36324, 36334 oder 36344, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;119,18
36825;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend den Gebührenordnungspositionen 36105, 36115, 36125, 36135, 36145, 36155, 36165, 36175, 36195, 36205, 36215, 36225, 36235, 36245, 36255, 36265, 36275, 36285, 36295, 36305, 36315, 36325, 36335 oder 36345, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;159,46
